vessel_id,visit_id,vessel_type,port_id,loa_m,draft_m,gross_tonnage,engine_power_kw,vessel_age_years,distance_to_port_nm,speed_knots,traffic_density,berth_waiting_vessels,scheduled_arrival_hour,day_of_week,month,wind_speed_knots,wave_height_m,visibility_km,precipitation_mm,temperature_c,port_congestion_index,crane_availability_ratio,port_avg_delay_last_24h,delay_minutes
66805,1,Container,DAMIETTA,202.6809628503982,15.060349877974424,191273.190344709,59333.491845040924,18,161.51537596082386,12.370982032172854,Medium,2,2,0,5,39.44112720437067,4.650506976163027,9.215326825709381,6.613963038037129,33.633262058663185,0.08074467675010588,0.6641092142321606,104.15186724764746,240.0
84323,2,Tanker,DAMIETTA,230.0867619602452,13.265700178542772,95991.14481227435,32956.62159202839,21,282.8186972879935,12.040902453504165,Medium,0,0,6,5,11.59198883878747,4.203062767615515,9.336849850887228,22.379868862715018,24.036961529547902,0.01101564090317475,0.6418939533709876,84.84601690308236,190.87
11986,3,Tanker,PORTSAID,219.44769529918258,18.433763026251384,74956.33704461803,31171.72338858196,14,268.3610640473254,21.13770146661177,High,8,22,4,1,21.9155727085688,3.533586253000527,7.121574170438535,29.78879127672795,26.2580018601402,0.22478851394903998,0.9205732283831013,136.4024355501147,240.0
86478,4,Tanker,DAMIETTA,319.6352556882,14.847444847948882,83806.0784926637,31044.426379426033,18,259.78939710288546,13.86851867447933,Medium,14,9,5,3,2.924969241406221,2.014352568241896,14.989073834199068,15.156063866204333,14.123239068004441,0.742507373441274,0.6167033562906107,49.38329783325696,225.7
92994,5,RoRo,ALEX,202.9482882379394,8.05334714538959,44913.16947844718,13057.776912895926,11,263.50960857302346,16.511295094591315,Medium,3,14,4,6,21.5529800027519,5.510845606195474,12.568989887457153,1.507718046523343,23.11539065171326,0.48021911697060315,0.9956348929006472,120.20427242350087,240.0
22161,6,Container,ALEX,368.9580720579123,11.174650668478817,189842.32161061713,35034.27748532887,1,10.198624043264488,21.35733283455166,Low,2,12,2,2,18.42437695524695,3.8917961740374887,15.71691223887102,28.02337943711094,24.766266976278246,0.1656800422730751,0.6038906148318648,70.43570341118539,235.78
30689,7,Container,SUEZ,346.7761946547484,11.707932360961552,97667.81128802958,38600.11116693832,10,141.63037254271896,23.92074041790236,Low,4,16,4,11,13.973893083333211,5.336822916335511,10.968323748786549,28.035398667840543,11.231415217015496,0.24819353261523347,0.8503943343177406,87.31845991688581,221.17
70924,8,RoRo,ALEX,224.78922540260834,7.670445353908179,55318.09823389989,16147.454384080898,12,221.1248479804323,17.1496390662721,High,0,17,3,6,17.184980081777127,2.717378538330371,1.5187648106777616,43.54167099796074,15.29149843458113,0.2666069197020666,0.7052893524066006,165.53389263663547,240.0
84308,9,General Cargo,SUEZ,175.35940176453954,9.011794398652443,14544.463390898745,9005.893573198111,3,72.35412744585076,17.440046668500678,High,0,9,2,5,7.138665762403029,2.472572730366102,17.57807462221916,5.158338052014166,21.01923797389089,0.8225447014945715,0.43524142451645714,143.978047453766,225.72
73745,10,Bulk Carrier,ALEX,237.93809932204934,12.845499119154994,58990.13363722243,23728.397879952838,24,377.09058558972316,9.629726280701918,Medium,12,19,2,1,32.80922117023222,0.4618109910037922,9.323616155951544,18.581508493883664,15.380462210900713,0.279362907553234,0.8794060999067823,48.72056693534378,240.0
11211,11,Container,SUEZ,243.17327953189772,14.256344471506772,190256.6294586096,53911.851270665065,0,424.97463966528016,16.40340490887275,Medium,10,8,3,3,36.87168749566057,2.0243109443587546,14.695824445941755,11.587674167038525,19.611588825122382,0.21189322315131942,0.8993896812349573,128.27321167474787,240.0
10229,12,General Cargo,DAMIETTA,168.91473893915793,6.275730808496356,35934.30710853485,7854.477871998655,23,410.7083720656249,19.669933931667995,High,0,23,4,1,33.499856354499016,2.315089038967136,5.403211007513236,5.135902115427532,36.356022184569504,0.4241866154986269,0.8474656594421768,26.367653909601543,240.0
58542,13,Tanker,PORTSAID,279.95665151871344,19.81200952770322,111460.31206873694,29494.18974928755,20,235.22200385800292,11.213882793487445,Low,12,0,2,7,32.19483312249573,2.9652855588809586,5.516434089323444,15.06875876382292,28.73862506868633,0.8841947325627125,0.9527112286514691,179.59159311203598,240.0
24345,14,Bulk Carrier,PORTSAID,233.43835418685023,10.482926748120459,101783.94145408097,10699.976825279713,1,348.4439171147438,9.891447018424522,High,6,11,2,11,21.93536821351936,2.850788381006857,7.626800253853582,40.24512929963633,26.48588913152662,0.7467669974572338,0.4373526078479283,160.6264334783588,240.0
41819,15,Tanker,PORTSAID,291.08551775542105,11.206294158346733,143476.6283892005,18152.720716659613,13,47.67421297340347,22.676716280247696,High,11,10,5,7,13.345912016076845,5.507528424846145,7.20444838734341,11.74619511688747,35.339149915155815,0.6691162044815069,0.5854792021468285,153.29939898283442,240.0
57779,16,General Cargo,DAMIETTA,161.1417196354041,8.38860281793259,23726.362221202362,8407.634893488872,24,107.70420202171502,9.95290150364159,Medium,6,10,6,1,6.877462214048591,3.043862217811141,5.9465222101718425,45.67678210615496,17.098695245039522,0.9192934321633609,0.9918044956903517,116.99672039817351,240.0
92421,17,Bulk Carrier,PORTSAID,236.1377155417166,12.491326031049269,69431.01123727768,17178.259819960615,17,33.00022836696134,23.52229649112649,Medium,8,14,0,8,32.789836855221836,5.07176847217612,6.754184734301305,34.61487128694935,39.282689568372064,0.7971458374771003,0.7027210874826655,39.86956890128507,240.0
75584,18,Tanker,ALEX,273.60662705592887,13.141317460204851,158638.78658968152,25017.39906764331,10,483.0657086691735,12.65215655137074,High,4,19,6,12,1.7384480228124755,0.7705034023650941,3.2236852475706623,4.782797250940912,16.582545264020546,0.33647271809962864,0.5613686618898223,91.96981862557679,240.0
29950,19,RoRo,SUEZ,169.41620774145096,7.431200248701817,54656.60518099297,10436.135862487912,10,291.41314423667234,13.609382372459368,Medium,1,13,5,7,7.240509620036546,3.4328010985039787,0.7519604501678587,11.082251759379847,24.77070982942265,0.05507162594582726,0.6188989841628904,85.07455775077433,213.79
25173,20,Tanker,DAMIETTA,288.34203548394754,15.931710171145353,60346.95932441627,31349.528786098414,18,95.86760960867169,16.9348533378396,Medium,8,8,6,3,16.069288791176582,3.2273896158399573,19.53850225449263,1.7104858766160635,38.911887423415706,0.09639294000049348,0.9654178228846039,77.40575155332155,217.66
68032,21,Tanker,PORTSAID,247.95500090862072,13.644218259339567,139375.02302282813,27770.500923833293,16,356.6972730832253,11.197763067290154,High,3,1,2,2,7.784898587763132,0.9350956585669312,1.9527496762868193,5.782578465212701,20.00821864386753,0.38110338294982193,0.8333170810508264,119.23437812319942,240.0
38036,22,Bulk Carrier,ALEX,287.79109004097893,15.039069629369596,96673.58921389037,26728.917925192258,16,249.6731106826421,19.70540863634838,Low,4,1,2,9,23.319780390023695,1.4707196348024065,7.403505119187091,36.05844235295273,15.011664641915871,0.3555836075091727,0.47268139997110437,134.2537501463812,196.36
81356,23,Bulk Carrier,ALEX,186.56875630919242,16.20839167095504,85233.58336646191,11390.155930303865,1,222.78623888382293,16.90616910697603,Low,14,21,3,7,28.96672552417791,3.0020545146269066,16.78931835186383,7.7190880963050486,22.217472577683612,0.8426371187700757,0.5523937452914204,52.498780963241515,240.0
24292,24,Bulk Carrier,DAMIETTA,241.0293506242458,10.659664623871631,96235.24815509001,20930.03427795766,1,457.59205892259945,24.08391955974231,High,12,15,6,6,36.363619830997344,3.127531522657825,0.5793668289974082,14.62537966935027,16.987034240006096,0.981804958843897,0.46470064548623174,120.87006216279443,240.0
13052,25,General Cargo,DAMIETTA,196.28588299298377,6.732541486287079,28181.003575611354,7115.821345704913,29,357.0209807062002,23.490690702429305,Low,0,5,5,5,8.417726595652702,5.400408350156962,15.707332197032075,34.21340533528688,32.45225279481599,0.9576495837843186,0.9172982483536,68.77919405131718,240.0
54377,26,RoRo,PORTSAID,211.40649847273983,8.16794910708257,48892.17317318154,26301.4798136522,12,348.4227605635714,21.085123998038227,Low,1,12,6,5,11.184574489513949,0.9869319346111993,8.686755343119994,31.936578107617763,37.610769447778466,0.6574093200915239,0.6192344372814907,8.025985804309133,163.98
99317,27,Container,SUEZ,370.71004559166335,10.463630357603062,101490.07356086062,61227.35122158834,5,57.68126312408233,11.141817474171482,High,12,5,2,3,28.66924828493753,1.8283956281608884,4.666310815442489,44.84921374401957,35.70393640498497,0.40439640230162943,0.9864955419763768,32.615732440658974,240.0
77838,28,Bulk Carrier,PORTSAID,239.83035448694545,11.525407574038333,79743.86131500281,18148.713055322878,14,55.09405593878643,11.634459972098329,Medium,12,0,2,5,8.681767641370852,1.4404400328522278,3.439181577787726,16.70385786808209,14.299008835347893,0.37050213231685125,0.9887377106749754,118.56769415489296,207.27
77819,29,RoRo,PORTSAID,189.00382776543051,8.429261152306992,36303.93335328725,10529.090109608484,10,335.57231168430735,12.564053053430744,High,14,12,4,12,15.352872607483313,4.695584646337331,16.780945292591532,18.349378901837326,38.53003997023675,0.024214188634146483,0.7964723537597611,147.32018721930493,240.0
25620,30,RoRo,DAMIETTA,155.80633388910914,8.568732125074861,58424.03240050085,23768.186729114153,23,86.68036129582491,22.180454039646435,Medium,7,1,2,8,30.13850184310423,1.2954475558108152,6.102681801292045,4.772549374764773,32.0682447525284,0.869277248827589,0.8139637429322006,15.844872401914532,240.0
40461,31,Bulk Carrier,PORTSAID,223.72419529200963,17.50880252635782,89652.27777381623,26886.670983986754,27,232.09419950463712,19.015074244935803,Low,1,22,1,2,15.033645642419602,5.392458714058095,9.757586230243016,14.174961335890684,32.74539029269974,0.902199171965434,0.6961758648913416,32.41349526837762,240.0
30750,32,General Cargo,PORTSAID,181.26818432296074,7.51655726309037,24361.066025523563,6861.321543680995,3,289.20449162723463,10.984863708283454,High,11,0,6,3,5.852541108700855,5.583284994659658,7.480045269116175,42.27980809390369,26.497131268565887,0.20423084921330514,0.6505529785783328,85.51899071877445,240.0
98719,33,Bulk Carrier,SUEZ,215.0416920528881,16.225005290292174,110458.05526947974,24489.208465028234,18,200.1643999781999,15.790386444713153,Medium,7,0,1,3,10.77837031082003,0.6718773146258021,17.41872704306202,6.931507996732283,21.204515600781992,0.35191593974011315,0.629312193239491,23.759171773580345,191.24
19472,34,RoRo,ALEX,196.51736966566384,6.259527806819243,22277.917947937927,17486.511292257077,28,51.72576508532728,24.573305210378713,Medium,0,10,0,6,3.234441098042038,1.301245008861078,3.2981992515383283,18.55566317450364,17.56300734673634,0.6190854765625404,0.9556956747042764,118.766048128212,200.88
79263,35,Bulk Carrier,ALEX,235.65860625211957,14.872964977706374,30584.05692482975,29794.457809326126,13,374.24190222984595,20.448263285510137,High,13,15,1,1,26.96676617615017,2.305957455565316,19.683089506486667,42.164145862784174,24.117364225889574,0.2944585563233755,0.6396083052233262,10.91802929127816,240.0
